EPOCH_NUM,EPOCH_START_TIME,LAP_TIME,TOTAL_TIME,TRAIN_LOSS,VALID_LOSS,USED_GPU_MOMORY,FREE_GPU_MEMORY,MEMORY_PERCENTAGE,CURRENT_GPU_POWER_CONSUMPTION,GPU_TEMPERATURE
163,2023-06-13 17:07:46,0:00:00.644521,00:02:18,887.8662719726562,1290.27587890625,12662.0,11606.0,10.9,219.64,67.0
164,2023-06-13 17:07:47,0:00:00.607104,00:02:19,1027.9684448242188,1272.0738525390625,12662.0,11606.0,10.9,219.24,67.0
165,2023-06-13 17:07:48,0:00:00.615771,00:02:20,685.3286794026693,1229.399658203125,12662.0,11606.0,10.9,219.67,67.0
166,2023-06-13 17:07:48,0:00:00.689876,00:02:21,1033.7562459309895,1177.1500244140625,12662.0,11606.0,10.9,219.59,67.0
167,2023-06-13 17:07:49,0:00:00.578880,00:02:22,667.6354420979818,1128.3187255859375,12662.0,11606.0,10.9,220.65,67.0
168,2023-06-13 17:07:50,0:00:00.630695,00:02:22,2996.3809407552085,1093.38037109375,12662.0,11606.0,10.9,219.82,68.0
169,2023-06-13 17:07:51,0:00:00.660073,00:02:23,693.4394124348959,1074.1055908203125,12662.0,11606.0,10.9,217.81,67.0
170,2023-06-13 17:07:52,0:00:00.575743,00:02:24,1152.1691284179688,1074.940185546875,12662.0,11606.0,10.9,217.44,68.0
171,2023-06-13 17:07:52,0:00:00.636592,00:02:25,1425.7239583333333,1089.8541259765625,12662.0,11606.0,10.9,221.28,67.0
172,2023-06-13 17:07:53,0:00:00.660496,00:02:26,981.8406575520834,1112.9471435546875,12662.0,11606.0,10.9,219.33,67.0
173,2023-06-13 17:07:54,0:00:00.641660,00:02:26,811.0497029622396,1126.0267333984375,12662.0,11606.0,10.9,219.90,67.0
174,2023-06-13 17:07:55,0:00:00.626907,00:02:27,844.8113606770834,1118.062744140625,12662.0,11606.0,10.9,219.54,67.0
175,2023-06-13 17:07:55,0:00:00.651448,00:02:28,1064.2796020507812,1095.94189453125,12662.0,11606.0,10.9,220.20,68.0
176,2023-06-13 17:07:56,0:00:00.627198,00:02:29,879.808837890625,1074.981689453125,12662.0,11606.0,10.9,220.40,68.0
177,2023-06-13 17:07:57,0:00:00.667667,00:02:30,696.6716715494791,1071.506103515625,12662.0,11606.0,10.9,217.91,67.0
178,2023-06-13 17:07:58,0:00:00.634484,00:02:30,723.9971822102865,1078.5108642578125,12662.0,11606.0,10.9,212.75,67.0
179,2023-06-13 17:07:59,0:00:00.567186,00:02:31,1092.287841796875,1093.025146484375,12662.0,11606.0,10.9,225.59,68.0
180,2023-06-13 17:07:59,0:00:00.592511,00:02:32,682.1048177083334,1100.419921875,12662.0,11606.0,10.9,219.25,68.0
181,2023-06-13 17:08:00,0:00:00.648151,00:02:33,749.3781433105469,1108.748046875,12662.0,11606.0,10.9,219.96,67.0
182,2023-06-13 17:08:01,0:00:00.648158,00:02:33,883.0624796549479,1125.91259765625,12662.0,11606.0,10.9,220.83,68.0
183,2023-06-13 17:08:02,0:00:00.587877,00:02:34,621.1295458475748,1145.6881103515625,12662.0,11606.0,10.9,220.50,68.0
184,2023-06-13 17:08:02,0:00:00.634896,00:02:35,682.1973826090494,1159.906982421875,12662.0,11606.0,10.9,217.94,68.0
185,2023-06-13 17:08:03,0:00:00.596057,00:02:36,671.1865437825521,1174.64794921875,12662.0,11606.0,10.9,217.17,68.0
186,2023-06-13 17:08:04,0:00:00.631213,00:02:36,703.8797302246094,1184.0828857421875,12662.0,11606.0,10.9,219.62,67.0
187,2023-06-13 17:08:05,0:00:00.625743,00:02:37,654.0684967041016,1176.5360107421875,12662.0,11606.0,10.9,224.54,68.0
188,2023-06-13 17:08:06,0:00:00.601810,00:02:38,710.9488627115885,1161.8731689453125,12662.0,11606.0,10.9,218.23,67.0
189,2023-06-13 17:08:06,0:00:00.564147,00:02:39,1843.1092732747395,1140.5916748046875,12662.0,11606.0,10.9,228.01,68.0
190,2023-06-13 17:08:07,0:00:00.633987,00:02:40,702.5063985188802,1114.4915771484375,12662.0,11606.0,10.9,218.55,68.0
191,2023-06-13 17:08:08,0:00:00.611731,00:02:40,750.2481384277344,1099.1011962890625,12662.0,11606.0,10.9,219.93,68.0
192,2023-06-13 17:08:09,0:00:00.614291,00:02:41,1314.7783203125,1083.2313232421875,12662.0,11606.0,10.9,219.24,68.0
193,2023-06-13 17:08:09,0:00:00.667384,00:02:42,1797.7484130859375,1071.5836181640625,12662.0,11606.0,10.9,219.54,68.0
194,2023-06-13 17:08:10,0:00:00.632203,00:02:43,825.1922607421875,1070.1201171875,12662.0,11606.0,10.9,220.36,68.0
195,2023-06-13 17:08:11,0:00:00.605180,00:02:43,715.3200480143229,1069.3475341796875,12662.0,11606.0,10.9,217.70,68.0
